,Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,cluster
1156,1156,Close-grip EZ-bar bench press,"The close-grip EZ-bar bench press is an exercise targeting the chest, shoulders, and triceps. This move is more commonly done with a straight bar and is often only performed with an EZ-bar as part of a complex of movements such as pull-overs or skullcrushers.",4,5,E-Z Curl Bar,2,8.8,Average,0
1157,1157,Chest dip,"The chest dip is a bodyweight exercise performed on parallel bars or on a pull-up and dip station. It targets the chest, triceps, and shoulders. Dips with a chest focus are usually performed with the torso leaning forward and the elbows angled out from the torso. Dips can be performed for low reps for strength or higher reps for muscle growth.",4,5,Other,2,9.0,Average,0
1158,1158,Drop Push,,2,5,Other,0,8.8,Average,0
1159,1159,Forward Drag with Press,,6,5,Other,0,6.0,Average,0
1160,1160,Chain Press,,3,5,Other,0,5.6,Average,0
1161,1161,Behind Head Chest Stretch,,5,5,Other,0,4.9,Average,0
1162,1162,Pass-through stretch with band,The pass-through stretch with band is a popular move to build and maintain mobility in the shoulder joint and to strengthen the muscles of the upper back and rotator cuff. It is common in CrossFit and Olympic lifting training and is usually performed as part of a warm-up or paired with movements in a workout. It can also be performed with a PVC pipe or dowel if a band isn't available.,5,5,Other,0,3.0,Average,0
1163,1163,Weighted Push-Up,"The plate-weighted push-up is a simple way to make a classic bodyweight exercise more difficult. It targets all the same muscles as the push-up: chest, triceps, shoulders, upper back, and core. You can balance a plate on your upper back yourself, but it's easier and safer to have someone else put it there. If you stack a few plates up, be sure to have a spotter close at hand.",4,5,Other,2,0.0,,3
1164,1164,Heavy Bag Thrust,,2,5,Other,0,0.0,Average,3
1165,1165,Decline Explosive Push-Up,,2,5,Other,0,0.0,,3
1166,1166,Suspended Chest Fly,,4,5,Other,0,0.0,,3
1167,1167,Svend press,The Svend press is an exercise where the chest is targeted by performing presses while squeezing two weight plates together. It is usually performed for relatively high reps with light weights as an accessory movement to the bench press or as a burnout movement on chest day.,4,5,Other,0,0.0,,3
1168,1168,Bar Push-Up Smith Machine,"The hands-elevated push-up is a variation on the push-up, a body-weight standard. The hands are elevated, so that your body is aligned at an angle to the floor rather than parallel.",2,5,Other,0,0.0,,3
1169,1169,Plate-weighted push-up,"The plate-weighted push-up is a simple way to make a classic bodyweight exercise more difficult. It targets all the same muscles as the push-up: chest, triceps, shoulders, upper back, and core. You can balance a plate on your upper back yourself, but it's easier and safer to have someone else put it there. If you stack a few plates up, be sure to have a spotter close at hand.",4,5,Other,2,6.535575221238938,,0
1170,1170,Double-bar roll-out chest fly,"The double-bar roll-out chest fly is a chest exercise that utilizes two rotating barbells as ""handles"" for a chest fly. It targets the muscles of the chest, but is also an intense core workout. It's a tough movement that is usually performed in the chest-focused portion of a workout.",4,5,Other,2,6.535575221238938,,0
1171,1171,Holman Plate Dynamo Push-Up,,4,5,Other,2,6.535575221238938,,0
1172,1172,Holman Towel Drag Two Steps to Push-Up,,4,5,Other,2,6.535575221238938,,0
1173,1173,Taylor Val Slide Push-Up/Fly Combo,,4,5,Other,2,6.535575221238938,,0
1174,1174,Exercise ball chest stretch,"The exercise ball chest stretch is a simple stretch for the pectoral muscles that can be made more dynamic with help from a medicine ball. It can work in a dynamic warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy. If the stretch causes pain in the front of your shoulder, dial back the intensity or choose another chest stretch.",5,5,Exercise Ball,0,3.6,Average,0
1175,1175,Bosu Ball Push-Up,,4,5,Exercise Ball,0,0.0,Average,3
1176,1176,Feet-elevated push-up on ball,"The feet-elevated push-up on ball is a variation on the push-up, a bodyweight standard. The feet are elevated on a ball to align the body parallel to the floor and provide a greater stabilization challenge. This makes it more difficult than push-ups on the floor, but also puts more emphasis on the shoulder muscles. It can be a challenging non-gym substitute for incline presses, or as a burnout movement for a chest or shoulder workout.",4,5,Exercise Ball,2,6.535575221238938,,0
1177,1177,Standing alternating band speed row,"The standing alternating band speed row is an explosive back exercise using exercise bands. It targets the muscles of the middle and upper back, including the lats (latissimus dorsi), rhomboids, and trapezius, as well as the biceps. It can be performed for time or reps either as part of a power or speed-focused portion of a workout or as a burnout at the end of a workout.",4,6,Bands,2,6.535575221238938,,2
1178,1178,Band roundhouse elbow,"The band roundhouse elbow is an explosive rotational power exercise using exercise bands. It targets the muscles of the obliques and deep core, but also engrains full-body coordination and striking ability. It can work in an ab workout, in martial arts training, or in general strength and muscle training.",4,6,Bands,2,6.535575221238938,,2
1179,1179,Palms-down wrist curl over bench,"The palms-down wrist curl over bench is an exercise targeting the forearms. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a grip or arm-focused workout.",4,6,Barbell,2,9.5,Average,2
1180,1180,Palms-up wrist curl over bench,"The palms-up wrist curl over bench is an exercise targeting the forearms. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a grip or arm-focused workout.",4,6,Barbell,2,9.4,Average,2
1181,1181,Standing behind-the-back wrist curl,"The standing behind-the-back wrist curl is a popular exercise to target the muscles in the forearms, wrists, and fingers. It is generally performed for moderate to high reps, such as 8-15 reps per set, and can work as isolated forearm training or as part of an arms-focused workout.",4,6,Barbell,0,9.3,Average,2
1182,1182,Seated finger curl,"The seated finger curl is an exercise targeting the muscles of the hands and forearms. It is popular with rock climbers and other athletes looking to build forearm size and strength. The range of motion is tiny, but done for moderate to high reps, these will definitely make the forearms burn.",4,6,Barbell,0,9.3,Average,2
1183,1183,Seated palms-up wrist curl,"The seated palms-up wrist curl is an exercise targeting the forearms. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a grip or arm-focused workout.",4,6,Barbell,2,8.7,Average,2
1184,1184,Bottoms-Up Clean From The Hang Position,,4,6,Kettlebells,0,8.3,Average,2
1185,1185,Seated One-Arm Dumbbell Palms-Up Wrist Curl,,4,6,Dumbbell,0,9.0,Average,2
1186,1186,Palms-Up Dumbbell Wrist Curl Over A Bench,,4,6,Dumbbell,0,8.6,Average,2
1187,1187,Seated palms-down wrist curl,"The seated palms-down wrist curl is an exercise targeting the forearms. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a grip or arm-focused workout.",4,6,Dumbbell,0,8.4,Average,2
1188,1188,Palms-Down Dumbbell Wrist Curl Over A Bench,,4,6,Dumbbell,0,8.4,Average,2
1189,1189,Seated One-Arm Dumbbell Palms-Down Wrist Curl,,4,6,Dumbbell,0,8.3,Average,2
1190,1190,Seated Dumbbell Palms-Up Wrist Curl,,4,6,Dumbbell,0,6.2,Average,2
1191,1191,Partner farmer's walk,"The partner farmer's walk is a protocol for performing farmer's carries with dumbbells or other weights. One partner walks for a predetermined distance or time, then passes the weight to the other partner who walks for the same distance or time.",4,6,Dumbbell,0,5.3,Average,2
1192,1192,Dumbbell suitcase carry,"The dumbbell suitcase carry is similar to a dumbbell farmer's carry, but only uses one dumbbell rather than two. This simple change provides a significant challenge to the abdominal muscles. It can be a challenging finisher to any workout, or work well in fat-loss circuit training or as an accessory movement to heavy lifts like the deadlift.",4,6,Dumbbell,2,0.0,,3
1193,1193,Suitcase Dumbbell Carry,"The dumbbell suitcase carry is similar to a dumbbell farmer’s carry, but only uses one dumbbell rather than two. This simple change provides a significant challenge to the abdominal muscles. It can be a challenging finisher to any workout, or work well in fat-loss circuit training or as an accessory movement to heavy lifts like the deadlift.",4,6,Dumbbell,2,0.0,Average,3
1194,1194,Side plank with dumbbell external rotation,"The side plank with dumbbell external rotation is a movement that combines an isometric side plank hold with a dumbbell rotation to target both the core and the rotator cuff muscles. You probably won't be able to use much weight without disrupting your balance, but even at light weight, this is a movement that can help address multiple muscle groups in a dynamic warm-up or as accessory work at the end of a workout.",4,6,Dumbbell,2,6.535575221238938,,2
1195,1195,Rickshaw Carry,,6,6,Other,0,9.6,Average,2
1196,1196,Dumbbell farmer's walk,"The dumbbell farmer's walk is an exercise with roots in competitive strongman training, but which is also popular in CrossFit and functional training. It can be a challenging finisher to any workout, or work well in fat-loss circuit training or as an accessory movement to heavy lifts like the deadlift.",6,6,Other,2,9.4,Average,2
1197,1197,Wrist Roller,,4,6,Other,0,9.1,Average,2
1198,1198,Standing Olympic Plate Hand Squeeze,,4,6,Other,0,8.6,Average,2
1199,1199,Plate Pinch,,4,6,Other,0,8.3,Average,2
1200,1200,Landmine Press and Catch,"The single-arm linear jammer is an explosive pressing movement performed using an angled barbell anchored at floor level in a landmine device. It can also be performed by sticking a barbell in the corner of a room, preferably in a towel to protect the walls. The linear jammer involves pressing the weight into the air, then catching it with the other hand. The movement focuses primarily on the muscles of the shoulders or deltoids. It can be trained in traditional muscle and strength-focused rep ranges, for lower reps with a focus on explosive pressing power, or for higher reps.",4,6,Other,2,6.535575221238938,,2
1201,1201,Plate halo,The plate halo is an exercise targeting the shoulder complex. It's usually performed as part of a dynamic warm-up prior to an upper-body workout.,4,6,Other,2,6.535575221238938,,2
1202,1202,Bryant Wrist Curl,,4,6,Other,2,6.535575221238938,,2
1203,1203,Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,,4,6,Cable,0,9.2,Average,2
1204,1204,Cable Wrist Curl,,4,6,Cable,0,7.8,Average,2
1205,1205,Single-arm cable push-down,"The single-arm cable push-down is a single-joint isolation movement that develops the triceps muscle one arm at a time. Because the action is purely at the elbow joint, it is difficult to use any substantial weight. Reps are usually high, such as 8-12 reps per set or more, with a focus on strict form and feeling the mind-muscle connection.",4,6,Cable,2,6.535575221238938,,2
1206,1206,Wrist Circles,,5,6,Body Only,0,2.5,Average,2
1207,1207,Kneeling Forearm Stretch,,5,6,,0,5.2,Average,2
1208,1208,Hip Extension with Bands,,4,7,Bands,0,7.2,Average,2
1209,1209,Hip Lift with Band,,3,7,Bands,0,6.0,Average,2
1210,1210,HM Monster Walk,,4,7,Bands,2,6.535575221238938,,2
1211,1211,UNS Banded Glute Bridge,,4,7,Bands,2,6.535575221238938,,2
1212,1212,FYR2 Banded Glute Bridge,,4,7,Bands,2,6.535575221238938,,2
1213,1213,Piriformis SMR,"Piriformis self-myofascial release (SMR) is a self-administered soft-tissue treatment for the lower body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the piriformis muscles in the upper gluteal region, some people find they can cause this often painful and tight muscle to relax or ""release."" Piriformis SMR is often accompanied by SMR on the iliotibial (IT) band or tensor fascia lata (TFL muscles), or by stretches that target the glutes and hips.",5,7,Foam Roll,2,6.6,Average,2
1214,1214,Barbell glute bridge,"The barbell glute bridge is a popular exercise targeting the muscles of the glutes and hamstrings. It can be done as a strength movement on its own, as an activation drill or warm-up for lower-body training, or as a burnout at the end of a lower-body workout.",3,7,Barbell,2,9.4,Average,2
1215,1215,Barbell Hip Thrust,"The barbell hip thrust is an exercise that engages the posterior chain, particular the glutes. It involves fully extending your hips while holding a weighted barbell across the midsection.",3,7,Barbell,2,9.1,Average,2
1216,1216,Kneeling Squat,,3,7,Barbell,0,8.6,Average,2
1217,1217,Kneeling Jump Squat,,1,7,Barbell,0,7.6,Average,2
1218,1218,UN Rear Foot Elevated Split Squat,,4,7,Barbell,2,6.535575221238938,,2
1219,1219,Kettlebell thruster,"The kettlebell thruster is a popular kettlebell movement that combines a kettlebell front squat with a kettlebell press, while holding the bell in a goblet or bottoms-up grip. It is preceded by a clean at the start of each set, and you can perform a clean between each rep if you choose. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",4,7,Kettlebells,2,8.6,Average,2
1220,1220,Taylor Kettlebell Swing,,4,7,Kettlebells,2,6.535575221238938,,2
1221,1221,UN Goblet Squat,,4,7,Kettlebells,2,6.535575221238938,,2
1222,1222,Single-arm triceps kick-back,"The single-arm triceps kick-back is a popular movement to increase size and strength of the triceps. It is usually performed for moderate to high reps, at least 8-12 reps, as part of an upper-body or arm-focused workout.",4,7,Dumbbell,2,6.535575221238938,,2
1223,1223,Holman Lateral High Knees to Quad Touch Jump,,4,7,Dumbbell,2,6.535575221238938,,2
1224,1224,FYR2 Dumbbell Hip Thrust,,4,7,Dumbbell,2,6.535575221238938,,2
1225,1225,FYR2 Glute Bridge Dumbbell Floor Press,,4,7,Dumbbell,2,6.535575221238938,,2
1226,1226,Suspended Hip Thrust,,4,7,Other,0,0.0,,3
1227,1227,Single-leg cable hip extension,"The single-leg cable hip extension is an isolation exercise that targets the glutes, specifically the gluteus maximus. It is a common burnout movement on a lower-body focused day and is usually performed for moderate to high reps, such as 8-12 reps per set or more.",4,7,Cable,2,9.0,Average,2
1228,1228,Pull Through,,4,7,Cable,0,7.4,Average,2
1229,1229,Cable rope pull-through deadlift,The cable rope pull-through deadlift is an exercise targeting the glutes and hamstrings using a proper hip-hinging motion.,4,7,Cable,2,6.535575221238938,,2
1230,1230,UNS Cable Pull-Through,,4,7,Cable,2,6.535575221238938,,2
1231,1231,30 Legs Glute-Ham Raise,,4,7,Machine,2,6.535575221238938,,2
1232,1232,Glute bridge,"The glute bridge is a popular lower-body bodyweight exercise that primarily targets the glutes, but also activates the lower back and hamstrings. It can be performed with body weight alone, or with added resistance such as barbells, dumbbells, or bands. It can be performed for time or reps and works perfectly in a dynamic warm-up for lower-body training, but can also be performed for glute activation anytime.",4,7,Body Only,2,8.8,Average,2
1233,1233,Single-leg glute bridge,"The single-leg glute bridge is a lower-body exercise that targets the glutes, lower back, and hamstrings. It is performed one side at a time.",4,7,Body Only,2,8.8,Average,2
1234,1234,Step-up with knee raise,"The step-up with knee raise is a lower-body exercise targeting the quads, glutes, and hamstrings. It differs from a traditional step-up in that at the top, you lift the trailing leg up to full hip flexion. This gives the exercise a greater range of motion and more of a focus on powerful hip extension in the working leg. When performed with body weight, these are usually performed for high reps as part of a dynamic warm-up, as cardio acceleration, or as part of the lower-body portion of a workout or circuit.",4,7,Body Only,2,8.7,Average,2
1235,1235,Glute Kickback,,4,7,Body Only,0,8.3,Average,2
1236,1236,Standing hip extension,The standing hip extension is a movement that activates the glutes and hamstrings. It is often performed either for time or reps as part of a dynamic warm-up.,4,7,Body Only,0,6.5,Average,2
1237,1237,Lying glute stretch,"The lying glute stretch is a stretch to help increase flexibility in the glutes and hips. It involves rotating a single leg over the body while lying flat on the back, and reaching around the leg to facilitate a stretch. It is commonly included in dynamic warm-ups or cool-downs, but can also be performed as full-body mobility work anytime.",5,7,Body Only,2,4.8,Average,2
1238,1238,Knee Across The Body,,5,7,Body Only,2,3.5,Average,2
1239,1239,Seated Glute,,5,7,Body Only,0,3.1,Average,2
1240,1240,Lying Glute,,5,7,Body Only,0,3.0,Average,2
1241,1241,One Knee To Chest,,5,7,Body Only,2,2.7,Average,2
1242,1242,Seated Glute Stretch,,5,7,Body Only,0,0.0,,3
1243,1243,Neck Bridge Supine,,4,7,Body Only,0,0.0,,3
1244,1244,Walking High Knee,,4,7,Body Only,2,6.535575221238938,,2
1245,1245,Walking Butt Kicks,,4,7,Body Only,2,6.535575221238938,,2
1246,1246,Walking Glute Stretch,,4,7,Body Only,2,6.535575221238938,,2
1247,1247,Lunge kick,"The lunge kick is a lower-body, cardio-based exercise performed at a high intensity. It includes a kick of the front leg to make the movement more powerful. It can be performed either for time or reps and is a great inclusion in a fat-loss or athleticism-focused circuit workout.",4,7,Body Only,2,6.535575221238938,,2
1248,1248,Curtsy lunge,"The curtsy lunge is a lower-body bodyweight movement that targets the muscles of the hips and glutes. It is usually performed for moderate to high reps, at least 8-12 reps per leg.",4,7,Body Only,2,6.535575221238938,,2
1249,1249,Alternating standing glute stretch,"The alternating standing glute stretch focuses on improving lower-body mobility and flexibility, particularly in the hips and glutes. It involves performing a partial squat in a ""figure 4"" position. It can be performed as part of a lower-body warm-up or done post-workout to help combat tightness and soreness.",5,7,Body Only,2,6.535575221238938,,2
1250,1250,Side-lying leg lift,"The side-lying leg lift is a bodyweight exercise targeting the muscles of the hips and glutes. It can be a worthy addition to a dynamic warm-up on a lower-body or strength-focused training day, a component of a lower-body circuit or workout, or a glute activation drill to do anytime. Generally, leg lifts are done for high reps, such as 8-15 reps per leg or more.",4,7,Body Only,2,6.535575221238938,,2
1251,1251,FYR Progressive High Knee,"High knees is a full-body, cardio-based exercise with an emphasis on the lower body. It is often performed for reps or time as part of a dynamic warm-up.",4,7,Body Only,2,6.535575221238938,,2
1252,1252,Glute-Ham Raise - Gethin Variation,The glute ham raise is an exercise targeting the glutes and hamstrings on a GHD.,4,7,Body Only,2,6.535575221238938,,2
1253,1253,Lunge glute stretch,"The lunge glute stretch is a lower-body stretch targeting the glutes, hips, and piriformis. It is influenced by the pigeon pose from yoga, but is performed with straight arms. It can be part of a dynamic warm-up or mobility work performed anytime.",5,7,Body Only,2,6.535575221238938,,2
1254,1254,Natural Glute Ham Raise - Gethin Variation,The glute ham raise is an exercise targeting the glutes and hamstrings on a GHD.,4,7,Body Only,2,6.535575221238938,,2
1255,1255,Groiner,"The groiner is an explosive bodyweight exercise targeting the legs, shoulders, and core. It also includes a dynamic stretch of the hips. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",4,7,Body Only,2,6.535575221238938,,2
1256,1256,HM Alternating Donkey Kick,,4,7,Body Only,2,6.535575221238938,,2
1257,1257,HM Alternating Slow Step-Down With Chair,,4,7,Body Only,2,6.535575221238938,,2
1258,1258,HM Right Side Iron Cross,,4,7,Body Only,2,6.535575221238938,,2
1259,1259,HM Single-Leg Bridge,,4,7,Body Only,2,6.535575221238938,,2
1260,1260,HM Hi-Low,,4,7,Body Only,2,6.535575221238938,,2
1261,1261,HM Kick-Back,,4,7,Body Only,2,6.535575221238938,,2
1262,1262,HM Left Side Iron Cross,,4,7,Body Only,2,6.535575221238938,,2
1263,1263,HM Left Side-Kick,,4,7,Body Only,2,6.535575221238938,,2
1264,1264,HM Leg Lifts,,4,7,Body Only,2,6.535575221238938,,2
1265,1265,Walking lunge,"The walking lunge is a lower-body exercise that targets the glutes, quads, and hamstrings while challenging stability and balance. It can be performed for reps, time, or distance in the lower-body portion of any workout.",4,7,Body Only,2,6.535575221238938,,2
1266,1266,High Plyometric Box Jump,,4,7,Body Only,2,6.535575221238938,,2
1267,1267,Barbell hip thrust-,"The barbell hip thrust is a popular exercise that targets the posterior chain, particularly the glutes and hamstrings. It involves fully extending your hips while holding a weighted barbell across the front of the hips. It is a great movement to activate the glutes prior to other lower-body training, but can also be performed in the main part of a workout, or for high reps as a glute burnout.",4,7,Body Only,2,6.535575221238938,,2
1268,1268,UN Glute Bridge,,4,7,Body Only,2,6.535575221238938,,2
1269,1269,Holman Donkey Kick,,4,7,Body Only,2,6.535575221238938,,2
1270,1270,Holman Hip Raise with Alternating Kick,,4,7,Body Only,2,6.535575221238938,,2
1271,1271,Holman Left Leg Donkey Kick,,4,7,Body Only,2,6.535575221238938,,2
1272,1272,Holman Diagonal Right Leg Step-Out to Right Knee-Up,,4,7,Body Only,2,6.535575221238938,,2
1273,1273,Holman Right Leg Donkey Kick,,4,7,Body Only,2,6.535575221238938,,2
1274,1274,Holman Butt Tap to Jump,,4,7,Body Only,2,6.535575221238938,,2
1275,1275,Holman Butt Tap to Jump-Forward-Jump-Back,,4,7,Body Only,2,6.535575221238938,,2
1276,1276,Holman Traveling High Knees to Squat Thrust,,4,7,Body Only,2,6.535575221238938,,2
1277,1277,Holman Butt Kicker to High Knees,,4,7,Body Only,2,6.535575221238938,,2
1278,1278,Holman Daisy Cutter,,4,7,Body Only,2,6.535575221238938,,2
1279,1279,Holman Frogger,,4,7,Body Only,2,6.535575221238938,,2
1280,1280,Holman Hip Raise with Chest Press,,4,7,Body Only,2,6.535575221238938,,2
1281,1281,Total Fitness Bear Crawl,"The bear crawl is a popular bodyweight crawling exercise. While it looks simple, the bear crawl is an intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups, the shoulders, core, and legs in particular. It can be done as a full-body warm-up, in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning.",4,7,Body Only,2,6.535575221238938,,2
1282,1282,Pigeon stretch,"The pigeon stretch is a lower-body stretch targeting the glutes, hips, and piriformis. It is similar to the pigeon pose from yoga, but is also popular as part of dynamic warm-ups or cool-downs in strength training. It can also be performed anytime to help combat training-related soreness.",4,7,Body Only,2,6.535575221238938,,2
1283,1283,Levitating side kick-through,"The levitating side kick-through is a full-body movement that starts in a bear crawl position and ends with a leg kicked out to the side. In between reps, you kick into the air in a partial handstand. It is commonly performed for reps or time in bodyweight circuits and animal-style flows, but can also work on its own or as part of a dynamic warm-up or mobility sequence.",4,7,Body Only,2,6.535575221238938,,2
1284,1284,30 Legs Hip Thrust,,4,7,Body Only,2,6.535575221238938,,2
1285,1285,Dumbbell single-leg hip thrust,"The dumbbell single-leg hip thrust is a single-sided exercise that targets the posterior chain, particularly the glutes and hamstrings. It involves balancing on one foot and fully extending your hips while holding a dumbbell across the front of your hip. It is a great movement to activate the glutes prior to other lower-body training, but can also be performed in the main part of a workout, or for high reps as a glute burnout.",4,7,Body Only,2,6.535575221238938,,2
1286,1286,Medicine ball duck walk,"The medicine ball duck walk is a dynamic medicine ball movement that challenges both the upper and lower body, while also elevating the heart rate. It's a great movement to include in medicine ball or bodyweight circuit training to increase fatigue and burn serious calories while hammering the muscles of the legs.",4,7,Medicine Ball,2,6.535575221238938,,2
1287,1287,Exercise ball hip thrust,"The exercise ball hip thrust is a simple yet effective way to work the glutes and hamstrings. Proper form is essential to really feel the burn in the glutes, and the ball can help guide you into the right form better than a bench, which is the usual support for hip thrusts. Unlike the bench version, the ball hip thrust is best performed with body weight or bands as resistance for safety reasons. It can be an excellent component of a warm-up for lower-body training, or a glute activation drill performed anytime.",4,7,Exercise Ball,2,7.8,Average,2
1288,1288,Downward Facing Balance,,4,7,Exercise Ball,0,4.0,Average,2
1289,1289,Band Good Morning (Pull Through),,3,8,Bands,0,8.3,Average,2
1290,1290,Standing Hamstring and Calf Stretch,,5,8,Bands,2,6.7,Average,2
1291,1291,Hamstring-SMR,,5,8,Foam Roll,0,5.5,Average,2
1292,1292,Barbell Deadlift,"The barbell deadlift is a compound exercise used to develop overall strength and size in the posterior chain. It is a competition lift in the sport of powerlifting, but is also considered a classic benchmark of overall strength. When performed with the hands outside the knees, it is often called a ""conventional"" deadlift. When the feet are wide and the hands are inside the knees, it is a sumo deadlift.",4,8,Barbell,2,9.4,Average,2
1293,1293,Clean Deadlift,,1,8,Barbell,0,9.4,Average,2
1294,1294,Sumo deadlift,"The sumo deadlift is a compound movement in which the feet are set in a wide stance with toes pointed out and grip is placed inside of the legs. It is allowed to be performed instead of conventional deadlifts in most powerlifting competitions. The sumo deadlift targets the hamstrings, glutes, and upper back/traps, but also has a greater emphasis on stretching and strengthening the adductor and hip muscles due to the wide stance.",3,8,Barbell,0,9.3,Average,2
1295,1295,Romanian Deadlift from Deficit,,1,8,Barbell,0,9.2,Average,2
1296,1296,Power Snatch,,1,8,Barbell,0,9.2,Average,2
1297,1297,Power Clean from Blocks,,1,8,Barbell,0,9.2,Average,2
1298,1298,Snatch Deadlift,,1,8,Barbell,0,8.9,Average,2
1299,1299,Power clean,"The power clean is a full-body movement in which the bar is pulled from the floor and caught in the front rack position in three pulls or phases. The bar is received in the ""power"" position, with the hips higher than a full-depth squat position. The power clean can be used as a component of the clean and press or clean and jerk, but is also a valuable lift to build explosive power and strength.",4,8,Barbell,2,8.7,Average,2
1300,1300,Hang Snatch,,1,8,Barbell,0,8.7,Average,2
1301,1301,Wide Stance Stiff Legs,,1,8,Barbell,0,8.5,Average,2
1302,1302,Clean,,1,8,Barbell,0,8.5,Average,2
1303,1303,Good Morning,"The barbell good morning is an exercise that targets glute, hamstring, and lower back development. It is often trained as an accessory movement to the deadlift, but also has value on its own. It is sometimes performed for reps in traditional strength-focused rep ranges such as 5-8 reps per set, but due to the risk posed to the lower back, is rarely treated as a max-effort single-rep lift.",3,8,Barbell,2,8.5,Average,2
1304,1304,Barbell stiff-legged deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",4,8,Barbell,2,8.3,Average,2
1305,1305,Romanian Deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",4,8,Barbell,2,8.1,Average,2
1306,1306,Sumo Deadlift with Chains,,3,8,Barbell,0,7.8,Average,2
1307,1307,Sumo Deadlift with Bands,,3,8,Barbell,0,0.0,Average,3
1308,1308,Good Morning off Pins,,3,8,Barbell,0,0.0,Average,3
1309,1309,Stiff-Legged Deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",4,8,Barbell,0,0.0,Average,3
1310,1310,Snatch Pull,,4,8,Barbell,0,0.0,Average,3
1311,1311,Hanging Bar Good Morning,,3,8,Barbell,0,0.0,Average,3
1312,1312,Reverse Band Sumo Deadlift,,3,8,Barbell,0,0.0,Average,3
1313,1313,Muscle Snatch,,1,8,Barbell,0,0.0,Average,3
1314,1314,Split Snatch,,1,8,Barbell,0,0.0,Average,3
1315,1315,Hang Snatch - Below Knees,,1,8,Barbell,0,0.0,Average,3
1316,1316,30 Legs Sumo Deadlift,,4,8,Barbell,2,6.535575221238938,,2
1317,1317,Kettlebell pass-through lunge,"The kettlebell pass-through lunge is a dynamic leg and core exercise in which a lifter passes a weight under their front leg during lunges. It is a unique coordination challenge, but also challenging to the musculature of the abdomen, lower body, shoulders, and upper back. It is most commonly performed for higher reps, such as 10-15 reps per side, or for time. It can work in circuit-style workouts, or in lower-body or full-body time-efficient training.",4,8,Kettlebells,2,8.7,Average,2
1318,1318,Kettlebell One-Legged Deadlift,"The kettlebell single-leg deadlift is a variation on the kettlebell deadlift where one foot stays planted on the ground while the other raises into the air at the bottom of the movement. It's popular in lower-body training for strength and muscle building, but also trains balance, grip, and the core muscles.",4,8,Kettlebells,2,8.6,Average,2
1319,1319,Single-arm kettlebell clean,"The single-arm kettlebell clean is an explosive kettlebell exercise where the lifter pulls the weight to shoulder level in a single movement. While the kettlebell clean is often used as a transitional movement into the press or front squat, it is also a valuable strength and power exercise in its own right. It can be performed in low rep ranges for strength or higher rep ranges for technique practice or muscle growth.",4,8,Kettlebells,0,8.6,Average,2
1320,1320,Single-leg kettlebell deadlift,"The kettlebell single-leg deadlift is a variation on the kettlebell deadlift where one foot stays planted on the ground while the other raises into the air at the bottom of the movement. It's popular in lower-body training for strength and muscle building, but also trains balance, grip, and the core muscles.",4,8,Kettlebells,2,8.2,Average,2
1321,1321,Romanian Deadlift with Kettlebell,,4,8,Kettlebells,0,8.0,Average,2
1322,1322,Single-arm kettlebell swing,"The single-arm kettlebell swing is a popular exercise emphasizing the muscles of the hamstrings, glutes, and back. Because you are only swinging with one arm at a time, it is also uniquely challenging to the grip and core muscles. It is often used to train explosive power, for aerobic or cardiovascular conditioning, or in circuit training.",4,8,Kettlebells,2,7.4,Average,2
1323,1323,Kettlebell Dead Clean,,4,8,Kettlebells,0,5.3,Average,2
1324,1324,Alternating Hang Clean,,4,8,Kettlebells,0,4.9,Average,2
1325,1325,One-Arm Open Palm Kettlebell Clean,,4,8,Kettlebells,0,0.0,,3
1326,1326,Open Palm Kettlebell Clean,,4,8,Kettlebells,0,0.0,,3
1327,1327,Kettlebell Hang Clean,,4,8,Kettlebells,0,0.0,,3
1328,1328,Double Kettlebell Alternating Hang Clean,,4,8,Kettlebells,0,0.0,,3
1329,1329,Romanian Deadlift With Dumbbells,"The dumbbell stiff-legged deadlift targets the hamstrings, glutes, low and upper back, as well as the core. The purpose of the stiff-legged, as opposed to Romanian deadlift with slightly bent knees, is to engage the hamstrings and low back to an even greater degree.",4,8,Dumbbell,0,9.4,Average,2
