Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
Neutral-grip lat pull-down,"The neutral-grip lat pull-down is a variation on the lat pull-down that uses a handle with a neutral (palms facing in) grip. This arrangement helps to build lat width and target the upper lats. This movement is usually performed for moderate to high reps, such as 8-12 per set or higher, as part of an upper-body or back-focused workout.",Strength,Lower Back,Cable,Intermediate,,
Seated cable deadlift,"The seated cable deadlift is a version of the deadlift or hip hinge movement that is performed on a seated cable row machine. Similar to a stiff-legged deadlift or 45-degree back extension, it targets the muscles of the lower back, as well as the glutes and upper back to a lesser degree. It is usually utilized in higher rep ranges, at least 8-12 reps per set, on a back-focused muscle-building day, or as a deadlift accessory lift to strengthen the lower back.",Strength,Lower Back,Cable,Intermediate,,
Cable stiff-legged deadlift,"The cable stiff-legged deadlift is a lower-body exercise that mainly targets the hamstrings, while also benefiting the glutes using a proper hip-hinging motion.",Strength,Lower Back,Cable,Intermediate,,
Single-leg cable stiff-legged deadlift,"The single-leg cable stiff-legged deadlift is a lower-body exercise that mainly targets the hamstrings, while also benefiting the glutes using a proper hip-hinging motion. Training one leg at a time allows for working out imbalances.",Strength,Lower Back,Cable,Intermediate,,
UNS Banded Dumbbell Romanian Deadlift,,Strength,Lower Back,Cable,Intermediate,,
Yoga plex,"The yoga plex is a stretch that combines elements of the downward facing dog yoga pose with the “world’s greatest stretch.” It is most commonly performed as part of a dynamic warm-up, to limber up muscles from head to toe, raise the body’s core temperature, and mobilize the hips, upper back, and shoulders.",Stretching,Lower Back,Body Only,Intermediate,,
TBS Back Extension,"The back extension is an exercise used to build lower back strength that also targets the hamstrings and glutes. It is often performed on a 45-degree bench with the feet anchored. Unweighted back extensions are often performed for high reps, such as 15-20 reps or more, but the movement can also be performed with added weight in lower rep ranges, such as 8-12 reps per set.",Strength,Lower Back,Body Only,Intermediate,,
Lower Back Stretch - Yates Variation,"The lying cross-over lower back stretch is a simple bodyweight stretch targeting the lower back, hips, and torso. It involves rotating the legs while lying flat on the back. It is commonly included in dynamic warm-ups, but can also be performed as full-body mobility work anytime.",Strength,Lower Back,Body Only,Intermediate,,
Hyperextension - Gethin Variation,"The back extension is an exercise used to build lower back strength that also targets the hamstrings and glutes. It is often performed on a 45-degree bench with the feet anchored. Unweighted back extensions are often performed for high reps, such as 15-20 reps or more, but the movement can also be performed with added weight in lower rep ranges, such as 8-12 reps per set.",Strength,Lower Back,Body Only,Intermediate,,
Back Extension - Gethin Variation,"The back extension is an exercise used to build lower back strength that also targets the hamstrings and glutes. It is often performed on a 45-degree bench with the feet anchored. Unweighted back extensions are often performed for high reps, such as 15-20 reps or more, but the movement can also be performed with added weight in lower rep ranges, such as 8-12 reps per set.",Strength,Lower Back,Body Only,Intermediate,,
HM Banana Stretch,,Strength,Lower Back,Body Only,Intermediate,,
HM T-Spine Stretch on Wall,,Stretching,Lower Back,Body Only,Intermediate,,
HM Child's Pose,,Strength,Lower Back,Body Only,Intermediate,,
HM Cobra,,Strength,Lower Back,Body Only,Intermediate,,
HM Cobra With Arm Retraction,,Strength,Lower Back,Body Only,Intermediate,,
HM Dive-Bomber,,Strength,Lower Back,Body Only,Intermediate,,
HM Downward-Facing Dog Pose,,Strength,Lower Back,Body Only,Intermediate,,
HM Downward Dog To Left Leg Extension To Warrior Pose,,Strength,Lower Back,Body Only,Intermediate,,
HM Downward Dog To Right Leg Extension To Warrior Pose,,Strength,Lower Back,Body Only,Intermediate,,
HM Spine Twist,,Strength,Lower Back,Body Only,Intermediate,,
HM Good Morning,,Strength,Lower Back,Body Only,Intermediate,,
HM Rag Doll,,Strength,Lower Back,Body Only,Intermediate,,
HM Upward-Facing Dog Pose,,Strength,Lower Back,Body Only,Intermediate,,
Superman-,"The Superman is a bodyweight exercise that consists of isometric holds in an extended spine position. It targets the muscles of the posterior chain, including the muscles of the glutes, spinal erectors, and upper back. It can be performed as part of a dynamic warm-up, or for muscle activation or mobility anytime.",Strength,Lower Back,Body Only,Intermediate,,
Weighted back extension,"The weighted back extension is an exercise targeting the spinal erectors, as well as the glutes and hamstrings. Back extensions are often done for high reps without weight, but when done with weight, they can be an excellent accessory movement for deadlift strength as well as an overall posterior-chain strength builder. Because your back is the limiting factor, it's still an exercise that is usually done for moderate to high reps, such as 8-12 reps per set or higher. You can weight it with a plate or by holding a dumbbell or other weight in your hands.",Strength,Lower Back,Body Only,Intermediate,,
MetaBurn Alternating Superman,,Strength,Lower Back,Body Only,Intermediate,,
MetaBurn Swimmer,,Strength,Lower Back,Body Only,Intermediate,,
Exercise ball rear delt fly,"The exercise ball rear delt fly is a dumbbell exercise targeting the rear heads of the shoulders, as well as the muscles of the upper-middle back. Lying prone on an exercise ball offers support to perform the movement. It is generally performed for moderate to high reps as a part of upper body or shoulder training.",Strength,Lower Back,Exercise Ball,Intermediate,,
Lying rear delt Y,"The lying rear delt Y works the shoulders, specifically the rear heads, as well as the lower trapezius muscles. At the top of the motion, the arms and torso form a Y—hence the name. Shoulder Y variations are usually performed with light weights as a warm-up or prehab movement for upper-body training, or as a burnout on shoulder day.",Strength,Lower Back,Exercise Ball,Intermediate,,
Band-assisted chin-up,"The band-assisted chin-up is a variation of the pull-up exercise in which the reps are performed with the palms facing toward the body in an underhand position, with a band looped around the feet or knees. This reduces weight and resistance at the bottom of the rep, while increasing it toward the top. Like other pull-up variations, it builds strength and muscle in the upper back, biceps, and core, but it utilizes the biceps slightly more than overhand band-assisted pull-ups.",Strength,Middle Back,Bands,Intermediate,,
30 Back Band-Assisted Pull-Up,,Strength,Middle Back,Bands,Intermediate,,
30 Back Reverse-Grip Band-Assisted Pull-Up,,Strength,Middle Back,Bands,Intermediate,,
Band bent-over row,"The band bent-over row is an exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. Bands provide dynamic resistance and can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",Strength,Middle Back,Bands,Intermediate,,
Heavy band bent-over row,"The heavy band bent-over row is a variation of the popular barbell exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lats), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",Strength,Middle Back,Bands,Intermediate,,
TBS T-Bar Row,,Strength,Middle Back,Barbell,Intermediate,,
TBS Deficit Deadlift,The barbell deficit deadlift is a compound exercise targeting the posterior chain.,Strength,Middle Back,Barbell,Intermediate,,
Bent-Over Barbell Row - Gethin Variation,"The barbell bent-over row is a compound exercise used to build strength and size in both the lower and upper back. It targets nearly all of the muscles in the back, but particularly the lats, rhomboids, and lower back. It is commonly utilized as an accessory movement for the deadlift in powerlifting, but is also popular in strength and muscle-focused upper-body workouts.",Strength,Middle Back,Barbell,Intermediate,,
Barbell bent-over row,"The barbell bent-over row is a compound exercise used to build strength and size in both the lower and upper back. It targets nearly all of the muscles in the back, but particularly the lats, rhomboids, and lower back. It is commonly utilized as an accessory movement for the deadlift in powerlifting, but is also popular in strength and muscle-focused upper-body workouts.",Strength,Middle Back,Barbell,Intermediate,,
UN Barbell Rack Pull,,Strength,Middle Back,Barbell,Intermediate,,
UN Barbell Scrape The Rack,,Strength,Middle Back,Barbell,Intermediate,,
Barbell deadlift bent-over row complex,"The barbell deadlift bent-over row complex combines two movements to target the posterior chain. It requires using a lighter weight than you could handle for heavy deadlifts alone, but doubles down on activation in the upper back, lower back, and glutes.",Strength,Middle Back,Barbell,Intermediate,,
30 Back Barbell Deadlift,,Strength,Middle Back,Barbell,Intermediate,,
30 Back Bent-Over Barbell Row,,Strength,Middle Back,Barbell,Intermediate,,
30 Back T-Bar Row,,Strength,Middle Back,Barbell,Intermediate,,
30 Back Underhand Bent-Over Barbell Row,,Strength,Middle Back,Barbell,Intermediate,,
Kettlebell bent-over row to clean,"The kettlebell bent-over row to clean is a combination kettlebell exercise that targets many of the muscles of the upper body including the lats (latissimus dorsi), biceps, shoulders, and core. It also strengthens and trains power output of the lower body. It can be done for reps or for time as a strength or muscle-focused complex, or in circuit-style training for conditioning or fat loss.",Strength,Middle Back,Kettlebells,Intermediate,,
UP Deficit Kettlebell Stiff-Legged Deadlift,"The kettlebell deficit deadlift is a more advanced version of the kettlebell deadlift movement that is performed standing on steps or boxes. It can be done to build strength or hip mobility for squats or deadlifts, in high reps or in more traditional strength and muscle-focused rep ranges.",Strength,Middle Back,Kettlebells,Intermediate,,
FYR2 Dagger-Grip Double-Kettlebell Gorilla Row,,Strength,Middle Back,Kettlebells,Intermediate,,
FYR2 Double-Kettlebell Swing Clean,,Strength,Middle Back,Kettlebells,Intermediate,,
Single-arm kettlebell row-,"The single-arm kettlebell row is a popular muscle- and strength-building exercise that works the muscles of the back and core simultaneously. It has all the same benefits as a single-arm dumbbell row, but some people find a kettlebell more comfortable to hold during the movement.",Strength,Middle Back,Kettlebells,Intermediate,,
FYR2 Ascending-Rep Swing-Squat Complex,,Strength,Middle Back,Kettlebells,Intermediate,,
Dumbbell pull-over to skullcrusher,"The dumbbell pull-over to skullcrusher is a complex that combines two popular exercises into one sequence that works much of the upper body, particularly the chest, triceps, and serratus anterior muscles. Because the pull-over will determine the amount of weight you can use, this movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body portion of a workout.",Strength,Middle Back,Dumbbell,Intermediate,,
Dumbbell Fix Single-Arm Dumbbell Row,,Strength,Middle Back,Dumbbell,Intermediate,,
Dumbbell Fix Bent-Over Dumbbell Row,,Strength,Middle Back,Dumbbell,Intermediate,,
Dumbbell Seal Row - Gethin Variation,"The dumbbell seal row is a weighted exercise targeting the muscles of the middle back, including the lats (latissimus dorsi) and rhomboids. It can be performed on a special elevated bench, on a bench placed on top of boxes or benches, or on a bench with a slight incline. The higher the bench, the greater the range of motion and stretch at the bottom of the movement. It is usually performed as an assistance movement for back strength and muscle growth, in rep ranges of 8-12 reps per set or higher.",Strength,Middle Back,Dumbbell,Intermediate,,
Decline dumbbell chest fly,"The decline dumbbell chest fly is an upper-body exercise targeting the muscles of the chest, particularly the lower chest. It will require less weight than a decline press, which makes it a great hypertrophy exercise with high reps. Fly variations are usually performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Middle Back,Dumbbell,Intermediate,,
TBS Bent-Over Dumbbell Row,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",Strength,Middle Back,Dumbbell,Intermediate,,
HM Alternating Bent-Over Quick Row,,Strength,Middle Back,Dumbbell,Intermediate,,
HM Bent-Over Dumbbell Row,,Strength,Middle Back,Dumbbell,Intermediate,,
AM Single Arm Row,"The single-arm bench dumbbell row is a popular exercise for building the latissimus dorsi, or lat, muscles of the back. The bench is used for support during the rowing motion.",Strength,Middle Back,Dumbbell,Intermediate,,
Dumbbell stiff-legged deadlift,"The dumbbell stiff-legged deadlift is a dumbbell exercise that targets the hamstrings, glutes, lower and upper back, and core. The difference between a stiff-legged deadlift and a Romanian deadlift is primarily the amount of knee bend. The knees are only slightly bent in a stiff-legged deadlift, while they bend more in a Romanian deadlift. Stiff-legged deadlifts are generally performed for low to moderate reps, such as 8-10 reps per set, with a focus on maximizing the hamstring stretch rather than moving heavy weight. Feel free to wear a weight belt to protect your lower back.",Strength,Middle Back,Dumbbell,Intermediate,,
Single-arm bench dumbbell row,"The single-arm bench dumbbell row is a popular exercise for building the latissimus dorsi, or lat, muscles of the back. The bench is used for support during the rowing motion.",Strength,Middle Back,Dumbbell,Intermediate,,
UN Bent-Over Dumbbell Row,,Strength,Middle Back,Dumbbell,Intermediate,,
UN Dumbbell RDL,,Strength,Middle Back,Dumbbell,Intermediate,,
UN Chest Supported Row,,Strength,Middle Back,Dumbbell,Intermediate,,
MetaBurn Bent-Over Renegade Row,,Strength,Middle Back,Dumbbell,Intermediate,,
30 Back Bent-Over Dumbbell Row,,Strength,Middle Back,Dumbbell,Intermediate,,
30 Back Dumbbell Pull-Over,,Strength,Middle Back,Dumbbell,Intermediate,,
30 Back Incline Dumbbell Row,,Strength,Middle Back,Dumbbell,Intermediate,,
30 Back Single-Arm Dumbbell Row,,Strength,Middle Back,Dumbbell,Intermediate,,
30 Back Single-Arm Dumbbell Swing Row,,Strength,Middle Back,Dumbbell,Intermediate,,
Paul Carter T-Bar Row,,Strength,Middle Back,Other,Intermediate,,
Single-Arm Bent-Over Rear Delt Raise - Gethin Variation,"The single-arm bent-over rear delt fly or rear delt raise is a popular upper-body exercise that targets the muscles on the back of the shoulder joint, specifically the rear head of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout.",Strength,Middle Back,Other,Intermediate,,
30 Back Plate Hyperextension,,Strength,Middle Back,Other,Intermediate,,
Paul Carter Lat Pull-Down,"The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.",Strength,Middle Back,Cable,Intermediate,,
TBS Lat Pull-Down,,Strength,Middle Back,Cable,Intermediate,,
One-Arm Cable Read Delt Fly - Gethin Variation,"The single-arm bent-over cable rear delt fly is an exercise targeting the rear deltoids. It is a great way to isolate this area of the shoulder and attack each side independently. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.",Strength,Middle Back,Cable,Intermediate,,
UP Seated Cable Row,"The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, using a cable stack. It also targets the biceps to a lesser degree. The cable row can work well in a variety of rep-ranges, but is most popular in muscle-building workouts or as an accessory movement for strength workouts.",Strength,Middle Back,Cable,Intermediate,,
UP Cable Straight-Arm Pull-Down,"The straight-arm rope pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine and a rope grip. It can either be performed in an athletic upright stance, or slightly bent-over. It both stretches and contracts the muscles of the lats (latissimus dorsi) as well as providing additional activation to the other upper back muscles and the core. Because the triceps are also isometrically involved in the movement, it is usually performed for higher reps, like 8-15 reps or above.",Strength,Middle Back,Cable,Intermediate,,
UN Cable Pull-Through,,Strength,Middle Back,Cable,Intermediate,,
30 Back Close-Grip Seated Cable Row,,Strength,Middle Back,Cable,Intermediate,,
30 Back Incline Face-Up Cable Pull-Down,,Strength,Middle Back,Cable,Intermediate,,
30 Back Kneeling High Cable Pull-Down,,Strength,Middle Back,Cable,Intermediate,,
30 Back Leaning V-Bar Pull-Down,,Strength,Middle Back,Cable,Intermediate,,
30 Back Reverse-Grip Pull-Down,,Strength,Middle Back,Cable,Intermediate,,
30 Back Standing Low Cable Bar Row,,Strength,Middle Back,Cable,Intermediate,,
30 Back Standing Low Cable Rope Row,,Strength,Middle Back,Cable,Intermediate,,
30 Back Straight-Arm Bar Pull-Down,,Strength,Middle Back,Cable,Intermediate,,
30 Back Straight-Arm Rope Pull-Down,,Strength,Middle Back,Cable,Intermediate,,
30 Back Wide-Grip Behind-The-Head Pull-Down,,Strength,Middle Back,Cable,Intermediate,,
30 Back Wide-Grip Pull-Down,,Strength,Middle Back,Cable,Intermediate,,
30 back Wide-Grip Seated Cable Row,,Strength,Middle Back,Cable,Intermediate,,
Machine Low Row,The machine low row is an exercise targeting the back muscles.,Strength,Middle Back,Machine,Intermediate,,
Standing lat pull-down,"The standing lat pull-down is a variation of the lat pull-down performed standing next to a cable stack rather than sitting on a bench or machine. It has all of the same benefits of a lat pull-down performed on a bench or machine, in addition to providing further activation to the core and lower body. If you are too tall to perform this movement, a kneeling lat pull-down provides all of the same benefits.",Strength,Middle Back,Machine,Intermediate,,
30 Back Machine Seated Row,,Strength,Middle Back,Machine,Intermediate,,
30 Back Smith Machine Push-Up,,Strength,Middle Back,Machine,Intermediate,,
TBS Pull-Up,,Strength,Middle Back,Body Only,Intermediate,,
HM Angel Stretch,,Strength,Middle Back,Body Only,Intermediate,,
UNS Foam Roll Upper Back,,Strength,Middle Back,Body Only,Intermediate,,
30 Back Neutral-Grip Pull-Down,,Strength,Middle Back,Body Only,Intermediate,,
30 Back Pull-Up,,Strength,Middle Back,Body Only,Intermediate,,
30 Back Reverse-Grip Pull-Up,,Strength,Middle Back,Body Only,Intermediate,,
ACFT Medicine ball overhead power throw,"The medicine ball overhead power throw is an explosive exercise targeting the abdominals and hips. This specific exercise is part of the new Army Combat Fitness Test or ACFT. It can be performed for lower reps with a focus on power or for higher reps with a focus on fat loss and conditioning. It begins in a semi-squat position holding a medicine ball, which then gets ""scooped"" up and thrown overhead in one continuous movement.",Strength,Middle Back,Medicine Ball,Intermediate,,
Band seated row,"The band seated row is a band alternative to the popular cable exercise and trains the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids. It also targets the biceps to a lesser degree. The band row can work well in a variety of rep ranges, requiring a heavier band for muscle-building and strength workouts and a lighter band for weight-loss work and as an accessory movement.",Strength,Traps,Bands,Intermediate,,
Single-arm inverted row,"The single-arm inverted row is a bodyweight exercise targeting the muscles of the lats (latissimus dorsi) and upper back, using the bar of the Smith machine to hang and pull from. You can change the bar height to customize the difficulty level and desired angle of the row.",Strength,Traps,Barbell,Intermediate,,
Dumbbell pull-over,"The dumbbell pull-over is a popular muscle and strength-building exercise that targets the muscles of the chest, upper back, lats, and the serratus anterior. It was a favorite of old-school bodybuilders, who believed high-rep pull-overs helped build a V-taper shape in the torso.",Strength,Traps,Dumbbell,Intermediate,,
Standing Dumbbell Shrug - Gethin Variation,"The standing dumbbell shrug is a popular movement to build and strengthen the trapezius muscles. It’s a often trained on a bodybuilding-style shoulder or back training day, but can also work well in full-body or strength-focused training.",Strength,Traps,Dumbbell,Intermediate,,
Single-arm dumbbell row,"The single-arm dumbbell row is a popular exercise for building the latissimus dorsi, or lat, muscles of the back. It is most often performed for moderate to high reps, such as 8-12 reps per arm or more, as part of a muscle-building upper-body or back-focused portion of a workout.",Strength,Traps,Dumbbell,Intermediate,,
Machine low row-,"The machine low row is a popular exercise targeting the back muscles, particularly the lats (latissimus dorsi), rhomboids, and middle and lower trapezius. Machine row variations are often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or back-focused portion of a workout.",Strength,Traps,Machine,Intermediate,,
Machine Shrug - Gethin Variation,,Strength,Traps,Machine,Intermediate,,
Smith machine single-arm shrug,"The Smith machine single-arm shrug is an upper-body exercise targeting the traps (trapezius muscles). It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of shoulder or trap-focused training.",Strength,Traps,Machine,Intermediate,,
Boss Everline Resistance-Band Pull Sprint,,Strength,Quadriceps,Bands,Intermediate,,
Banded jump squat,"The banded jump squat is an explosive bodyweight squat variation performed with a band around the thighs just above the knees. This increases muscle activation in the hips and glutes, while the squat targets the quads, hamstrings, and glutes. The banded jump squat can be performed for low reps as a power-focused exercise, or for higher reps to build muscle in the lower body, challenge conditioning, and burn fat.",Strength,Quadriceps,Bands,Intermediate,,
Speed Box Squat,"The banded barbell box squat is a strength and power exercise targeting the lower body. It is popular in powerlifting training, either performed with light weights as a power and speed exercise, or heavier for strength. It is usually performed to a box of a height that demands the squatter to decent to around parallel.",Powerlifting,Quadriceps,Bands,Intermediate,,
HM Banded Squat Toe Tap,,Strength,Quadriceps,Bands,Intermediate,,
UP Band Abducted Squat,,Strength,Quadriceps,Bands,Intermediate,,
FYR2 Lateral Band Walk,,Strength,Quadriceps,Bands,Intermediate,,
FYR2 Banded Squat Hold-Pulse-Jump Complex,,Strength,Quadriceps,Bands,Intermediate,,
Band split squat,"The band split squat is a band movement targeting the quads, glutes, and hamstrings. It can be performed either for time or reps, and is often included as part of a fat-loss or athleticism-focused circuit workout. Leaning back places more emphasis on the glutes and hamstrings, while standing straight up targets the quads.",Strength,Quadriceps,Bands,Intermediate,,
Band front squat,"The band front squat is a popular exercise for targeting the muscles of the lower body, including the quadriceps, glutes, and hamstrings. Holding band in the racked position also works the core and upper-back muscles to maintain posture while the lower body moves. Because the tension of the band changes as it stretches, the resistance more closely matches the natural strength curve of the squat. This movement is usually performed for moderate to high reps, at least 8-12 reps per set or more. If this movement hurts your knees, try performing it with a wider stance.",Strength,Quadriceps,Bands,Intermediate,,
Squat hold with band pull-apart,"The squat hold with band pull-apart is a combination of the squat hold and band pull-apart. It involves holding the squat position with the thighs at or below parallel to the ground while performing a band pull-apart. The band pull-apart is an exercise targeting the upper back muscles, including the trapezius, rear delts, and rhomboids. The squat hold band pull-apart can be performed for mobility purposes or to increase time under tension on lower-body muscles including the quads, glutes, and hamstrings.",Strength,Quadriceps,Bands,Intermediate,,
Banded squat toe tap,"The banded squat toe tap is a banded variation on the classic bodyweight squat, but with a lateral toe tap to add extra focus to the stabilizer muscles around the hips. It can be performed for time or for reps as part of a dynamic warm-up for the lower body, or in any lower-body portion of a workout.",Strength,Quadriceps,Bands,Intermediate,,
Band overhead squat,"The band overhead squat is a full-body, functional movement that works to build full-body strength and stability. It is a variation of the classic barbell exercise and can be used to train core strength and stability for Olympic weightlifting or CrossFit.",Strength,Quadriceps,Bands,Intermediate,,
Paul Carter Back Squat,"The barbell back squat is a popular compound movement that emphasizes building the lower-body muscle groups and overall strength. It's the classic way to start a leg day, and is a worthy centerpiece to a lower-body training program. The squat is a competitive lift in the sport of powerlifting, but is also a classic measurement of lower-body strength. With the barbell racked on the traps or upper back, the emphasis is placed on the posterior chain but the entire body gets worked. The back squat can be trained in everything from heavy singles to sets of 20 reps or higher.",Strength,Quadriceps,Barbell,Intermediate,,
Paul Carter Barbell Split Squat,"The barbell Bulgarian split squat is a single-leg, full-body exercise targeting the quads, glutes, and hamstrings. It is easier to overload with the barbell as opposed to using dumbbells.",Strength,Quadriceps,Barbell,Intermediate,,
TBS High-Bar Back Squat,"The barbell back squat is a popular compound movement that emphasizes building the lower-body muscle groups and overall strength. It's the classic way to start a leg day, and is a worthy centerpiece to a lower-body training program. The squat is a competitive lift in the sport of powerlifting, but is also a classic measurement of lower-body strength. With the barbell racked on the traps or upper back, the emphasis is placed on the posterior chain but the entire body gets worked. The back squat can be trained in everything from heavy singles to sets of 20 reps or higher.",Strength,Quadriceps,Barbell,Intermediate,,
TBS Barbell Front Squat,"The barbell front squat is a compound movement that emphasizes building the lower-body muscle groups. With the barbell racked in front of the body on the anterior delts, the front squat emphasizes the quads and glutes, but also upper back and core strength to remain upright. Front squats can be trained as an alternative to back squats, as an accessory movement for either squats or deadlifts, or for strength and muscle on their own. Many lifters and athletes prefer them to back squats, although they can be uncomfortable and difficult to learn at first.",Strength,Quadriceps,Barbell,Intermediate,,
Squat - Gethin Variation,"The barbell back squat is a popular compound movement that emphasizes building the lower-body muscle groups and overall strength. It's the classic way to start a leg day, and is a worthy centerpiece to a lower-body training program. The squat is a competitive lift in the sport of powerlifting, but is also a classic measurement of lower-body strength. With the barbell racked on the traps or upper back, the emphasis is placed on the posterior chain but the entire body gets worked. The back squat can be trained in everything from heavy singles to sets of 20 reps or higher.",Strength,Quadriceps,Barbell,Intermediate,,
Front-To-Back Barbell Squat,,Strength,Quadriceps,Barbell,Intermediate,,
Barbell Lunge - Gethin Variation,"The barbell forward lunge is a popular lower-body exercise targeting the quads, glutes, and hamstrings. Using a barbell allows you to overload the exercise beyond body weight and perform the movement in strength or muscle-focused rep ranges. The forward lunge can be performed as part of a barbell complex, in a circuit, or on its own in the lower-body portion of any workout.",Strength,Quadriceps,Barbell,Intermediate,,
Rack Deadlift - Gethin Variation,"The rack pull is a variation of the deadlift performed from an elevated height, either using boxes, safety pins, or the safeties in a squat rack. It targets all the same muscles as the deadlift, including the glutes, hamstrings, upper back, lower back, and grip. It can e used to strengthen deadlift lockout, but also as a deadlift alternative for people who can’t deadlift from the floor without pain.",Strength,Quadriceps,Barbell,Intermediate,,
Barbell Squat - Gethin Variation,"The barbell back squat is a popular compound movement that emphasizes building the lower-body muscle groups and overall strength. It's the classic way to start a leg day, and is a worthy centerpiece to a lower-body training program. The squat is a competitive lift in the sport of powerlifting, but is also a classic measurement of lower-body strength. With the barbell racked on the traps or upper back, the emphasis is placed on the posterior chain but the entire body gets worked. The back squat can be trained in everything from heavy singles to sets of 20 reps or higher.",Strength,Quadriceps,Barbell,Intermediate,,
Barbell Good Morning - Gethin Variation,"The barbell good morning is an exercise that targets glute, hamstring, and lower back development. It is often trained as an accessory movement to the deadlift, but also has value on its own. It is sometimes performed for reps in traditional strength-focused rep ranges such as 5-8 reps per set, but due to the risk posed to the lower back, is rarely treated as a max-effort single-rep lift.",Strength,Quadriceps,Barbell,Intermediate,,
AM Barbell Squat,"The barbell back squat is a popular compound movement that emphasizes building the lower-body muscle groups and overall strength. It's the classic way to start a leg day, and is a worthy centerpiece to a lower-body training program. The squat is a competitive lift in the sport of powerlifting, but is also a classic measurement of lower-body strength. With the barbell racked on the traps or upper back, the emphasis is placed on the posterior chain but the entire body gets worked. The back squat can be trained in everything from heavy singles to sets of 20 reps or higher.",Strength,Quadriceps,Barbell,Intermediate,,
Plyometric Power Clean,,Strength,Quadriceps,Barbell,Intermediate,,
Banded Split Jerk,,Strength,Quadriceps,Barbell,Intermediate,,
UP Squat,"The barbell back squat is a popular compound movement that emphasizes building the lower-body muscle groups and overall strength. It's the classic way to start a leg day, and is a worthy centerpiece to a lower-body training program. The squat is a competitive lift in the sport of powerlifting, but is also a classic measurement of lower-body strength. With the barbell racked on the traps or upper back, the emphasis is placed on the posterior chain but the entire body gets worked. The back squat can be trained in everything from heavy singles to sets of 20 reps or higher.",Strength,Quadriceps,Barbell,Intermediate,,
UN Barbell Back Squat,,Strength,Quadriceps,Barbell,Intermediate,,
UN Barbell Box Squat,,Strength,Quadriceps,Barbell,Intermediate,,
UN Barbell Front Squat,,Strength,Quadriceps,Barbell,Intermediate,,
KV Bulgarian Split Squat,,Strength,Quadriceps,Barbell,Intermediate,,
King Maker Barbell Back Squat,"The barbell back squat is a popular compound movement that emphasizes building the lower-body muscle groups and overall strength. It's the classic way to start a leg day, and is a worthy centerpiece to a lower-body training program. The squat is a competitive lift in the sport of powerlifting, but is also a classic measurement of lower-body strength. With the barbell racked on the traps or upper back, the emphasis is placed on the posterior chain but the entire body gets worked. The back squat can be trained in everything from heavy singles to sets of 20 reps or higher.",Strength,Quadriceps,Barbell,Intermediate,,
King Maker Barbell Deadlift,"The barbell deadlift is a compound exercise used to develop overall strength and size in the posterior chain. It is a competition lift in the sport of powerlifting, but is also considered a classic benchmark of overall strength. When performed with the hands outside the knees, it is often called a ""conventional"" deadlift. When the feet are wide and the hands are inside the knees, it is a sumo deadlift.",Strength,Quadriceps,Barbell,Intermediate,,
30 Legs Barbell Back Squat,,Strength,Quadriceps,Barbell,Intermediate,,
30 Legs Barbell Front Squat,,Strength,Quadriceps,Barbell,Intermediate,,
Barbell Back Squats,,Strength,Quadriceps,Barbell,Intermediate,,
Pulsing goblet squat,"The pulsing goblet squat is a simple way to make a popular squat variation more taxing for the lower body and cardiovascular system. They can be done for time or reps, allowing you to get a significant training effect from a light weight in circuit-style training.",Strength,Quadriceps,Kettlebells,Intermediate,,
Double-kettlebell alternating lunge to clean,"The double-kettlebell alternating lunge to clean is a combination of kettlebell moves in a single sequence. This combination can be performed for time or for reps, often as circuit-style training for conditioning or fat loss, or in a kettlebell complex or flow.",Strength,Quadriceps,Kettlebells,Intermediate,,
FYR Goblet Squat,"The goblet squat is a popular lower-body exercise where you hold a kettlebell or dumbbell in front of your chest as if you are supporting a heavy cup or goblet. It can help lifters of all levels improve their squat technique and hip mobility, but can also work as a muscle-building or strength accessory movement for experienced athletes. It also works well in combinations, complexes, and flows with other kettlebell movements like swings, presses, and cleans.",Strength,Quadriceps,Kettlebells,Intermediate,,
